system,language,granularity,ref_grade,ref_clusters,ref_entities,axis,technique,metric,value,projection,source,tier
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:merge_targets,fp,0,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:merge_targets,fp,0,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:merge_targets,gap,53,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:merge_targets,gap,53,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:merge_targets,mutations_silent,0,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:merge_targets,mutations_silent,0,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:merge_targets,n,4,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:merge_targets,n,4,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:merge_targets,silent,0,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:merge_targets,silent,0,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,advisory,0,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,advisory,0,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,advisory_runs,4,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,advisory_runs,4,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,drift,0,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,drift,0,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,findings,4,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,findings,4,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,fp,0,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,fp,0,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,gap,4,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,gap,4,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,mutations_silent,0,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,mutations_silent,0,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,n,4,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,n,4,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,silent,0,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_dep,silent,0,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,advisory,0,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,advisory,0,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,advisory_runs,4,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,advisory_runs,4,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,drift,4,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,drift,4,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,findings,59,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,findings,59,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,fp,0,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,fp,0,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,gap,55,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,gap,55,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,mutations_silent,0,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,mutations_silent,0,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,n,4,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,n,4,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,silent,0,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:remove_target,silent,0,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,advisory,55,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,advisory,55,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,advisory_runs,4,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,advisory_runs,4,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,drift,12,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,drift,12,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,findings,122,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,findings,122,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,fp,0,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,fp,0,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,gap,55,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,gap,55,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,mutations_silent,0,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,mutations_silent,0,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,n,4,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,n,4,combined-prefix,mutation/combined-prefix.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,silent,0,combined,mutation/combined.json,oss
orchardcore,cs,target,GT-doc,34,207,RQ6-comb,starve_mutated:rename_target,silent,0,combined-prefix,mutation/combined-prefix.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,disable_l2,advisory,0,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,disable_l2,coverage_l0,1.0,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,disable_l2,erosion_visible,1,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,disable_l2,fp_suppression_rate,1.0,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,disable_l2,leaked,0,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,disable_l2,suppressed,132,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,disable_l2,would_be_false,132,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,lose_l0,advisory,1,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,lose_l0,coverage_l0,0.0,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,lose_l0,erosion_visible,1,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,lose_l0,fp_suppression_rate,1.0,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,lose_l0,leaked,0,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,lose_l0,suppressed,1215,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,lose_l0,would_be_false,1215,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_10,advisory,1,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_10,coverage_l0,0.9,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_10,erosion_visible,1,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_10,fp_suppression_rate,1.0,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_10,gating,0,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_10,intact_still_violation,1,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_10,leaked,0,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_10,starved_honest,1,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_10,suppressed,95,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_10,would_be_false,95,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_30,advisory,1,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_30,coverage_l0,0.7,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_30,erosion_visible,1,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_30,fp_suppression_rate,1.0,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_30,gating,0,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_30,intact_still_violation,1,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_30,leaked,0,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_30,starved_honest,1,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_30,suppressed,277,induced,mutation/degradation.json,oss
abseil,cpp,file,GT-exp,21,809,RQ6-deg,starve_l0_30,would_be_false,277,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,disable_l2,advisory,0,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,disable_l2,coverage_l0,1.0,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,disable_l2,erosion_visible,1,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,disable_l2,fp_suppression_rate,1.0,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,disable_l2,leaked,0,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,disable_l2,suppressed,26,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,disable_l2,would_be_false,26,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,lose_l0,advisory,1,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,lose_l0,coverage_l0,0.0,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,lose_l0,erosion_visible,1,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,lose_l0,fp_suppression_rate,1.0,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,lose_l0,leaked,0,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,lose_l0,suppressed,83,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,lose_l0,would_be_false,83,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_10,advisory,1,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_10,coverage_l0,0.898,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_10,erosion_visible,1,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_10,gating,0,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_10,intact_still_violation,1,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_10,leaked,0,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_10,suppressed,0,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_10,would_be_false,0,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_30,advisory,1,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_30,coverage_l0,0.6939,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_30,erosion_visible,1,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_30,fp_suppression_rate,1.0,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_30,gating,0,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_30,intact_still_violation,1,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_30,leaked,0,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_30,starved_honest,1,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_30,suppressed,1,induced,mutation/degradation.json,oss
bash,cpp,file,GT-pub,14,373,RQ6-deg,starve_l0_30,would_be_false,1,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,disable_l2,advisory,0,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,disable_l2,coverage_l0,1.0,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,disable_l2,erosion_visible,1,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,disable_l2,leaked,0,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,disable_l2,suppressed,0,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,disable_l2,would_be_false,0,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,lose_l0,advisory,1,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,lose_l0,coverage_l0,0.0,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,lose_l0,erosion_visible,1,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,lose_l0,fp_suppression_rate,1.0,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,lose_l0,leaked,0,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,lose_l0,suppressed,59,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,lose_l0,would_be_false,59,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_10,advisory,1,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_10,coverage_l0,0.8947,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_10,erosion_visible,1,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_10,fp_suppression_rate,1.0,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_10,gating,0,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_10,intact_still_violation,1,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_10,leaked,0,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_10,starved_honest,1,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_10,suppressed,9,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_10,would_be_false,9,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_30,advisory,1,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_30,coverage_l0,0.6842,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_30,erosion_visible,1,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_30,fp_suppression_rate,1.0,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_30,gating,0,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_30,intact_still_violation,1,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_30,leaked,0,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_30,starved_honest,1,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_30,suppressed,18,induced,mutation/degradation.json,oss
eshop,cs,target,GT-doc,9,19,RQ6-deg,starve_l0_30,would_be_false,18,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,disable_l2,advisory,0,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,disable_l2,coverage_l0,1.0,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,disable_l2,erosion_visible,1,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,disable_l2,fp_suppression_rate,1.0,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,disable_l2,leaked,0,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,disable_l2,suppressed,75,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,disable_l2,would_be_false,75,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,lose_l0,advisory,1,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,lose_l0,coverage_l0,0.0,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,lose_l0,erosion_visible,1,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,lose_l0,fp_suppression_rate,1.0,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,lose_l0,leaked,0,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,lose_l0,suppressed,292,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,lose_l0,would_be_false,292,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_10,advisory,1,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_10,coverage_l0,0.8987,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_10,erosion_visible,1,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_10,fp_suppression_rate,1.0,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_10,gating,0,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_10,intact_still_violation,1,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_10,leaked,0,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_10,starved_honest,1,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_10,suppressed,6,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_10,would_be_false,6,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_30,advisory,1,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_30,coverage_l0,0.6962,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_30,erosion_visible,1,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_30,fp_suppression_rate,1.0,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_30,gating,0,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_30,intact_still_violation,1,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_30,leaked,0,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_30,starved_honest,1,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_30,suppressed,22,induced,mutation/degradation.json,oss
itk,cpp,file,GT-pub,13,7657,RQ6-deg,starve_l0_30,would_be_false,22,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,disable_l2,advisory,0,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,disable_l2,coverage_l0,1.0,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,disable_l2,erosion_visible,1,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,disable_l2,leaked,0,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,disable_l2,suppressed,0,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,disable_l2,would_be_false,0,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,lose_l0,advisory,1,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,lose_l0,coverage_l0,0.0,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,lose_l0,erosion_visible,1,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,lose_l0,fp_suppression_rate,1.0,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,lose_l0,leaked,0,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,lose_l0,suppressed,26,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,lose_l0,would_be_false,26,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,starve_l0_10,advisory,1,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,starve_l0_10,coverage_l0,0.9286,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,starve_l0_10,erosion_visible,1,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,starve_l0_10,gating,0,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,starve_l0_10,leaked,0,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,starve_l0_10,suppressed,0,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,starve_l0_10,would_be_false,0,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,starve_l0_30,advisory,1,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,starve_l0_30,coverage_l0,0.7143,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,starve_l0_30,erosion_visible,1,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,starve_l0_30,gating,0,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,starve_l0_30,leaked,0,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,starve_l0_30,suppressed,0,induced,mutation/degradation.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-deg,starve_l0_30,would_be_false,0,induced,mutation/degradation.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-deg,disable_l2,advisory,0,induced,mutation/degradation.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-deg,disable_l2,coverage_l0,1.0,induced,mutation/degradation.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-deg,disable_l2,erosion_visible,1,induced,mutation/degradation.json,oss
