system,language,granularity,ref_grade,ref_clusters,ref_entities,axis,technique,metric,value,projection,source,tier
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30,drift,36,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30,drift,36,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30,findings,36,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30,findings,36,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30,fp,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30,fp,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30,gap,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30,gap,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30,mutations_silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30,mutations_silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30,n,16,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30,n,16,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30,silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30,silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,advisory,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,advisory,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,advisory_runs,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,advisory_runs,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,drift,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,drift,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,findings,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,findings,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,fp,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,fp,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,gap,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,gap,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,mutations_silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,mutations_silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,n,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,n,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:add_target,silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,advisory,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,advisory,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,advisory_runs,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,advisory_runs,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,drift,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,drift,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,findings,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,findings,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,fp,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,fp,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,gap,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,gap,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,mutations_silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,mutations_silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,n,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,n,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_dep,silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,advisory,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,advisory,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,advisory_runs,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,advisory_runs,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,drift,8,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,drift,8,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,findings,8,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,findings,8,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,fp,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,fp,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,gap,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,gap,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,mutations_silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,mutations_silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,n,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,n,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:remove_target,silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,advisory,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,advisory,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,advisory_runs,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,advisory_runs,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,drift,20,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,drift,20,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,findings,20,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,findings,20,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,fp,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,fp,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,gap,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,gap,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,mutations_silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,mutations_silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,n,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,n,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_l0_30:rename_target,silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,advisory,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,advisory,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,advisory_runs,16,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,advisory_runs,16,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,drift,20,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,drift,20,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,findings,36,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,findings,36,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,fp,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,fp,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,gap,12,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,gap,12,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,mutations_silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,mutations_silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,n,16,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,n,16,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated,silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,advisory,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,advisory,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,advisory_runs,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,advisory_runs,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,drift,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,drift,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,findings,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,findings,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,fp,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,fp,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,gap,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,gap,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,mutations_silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,mutations_silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,n,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,n,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:add_target,silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,advisory,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,advisory,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,advisory_runs,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,advisory_runs,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,drift,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,drift,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,findings,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,findings,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,fp,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,fp,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,gap,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,gap,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,mutations_silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,mutations_silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,n,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,n,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_dep,silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,advisory,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,advisory,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,advisory_runs,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,advisory_runs,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,drift,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,drift,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,findings,8,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,findings,8,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,fp,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,fp,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,gap,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,gap,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,mutations_silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,mutations_silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,n,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,n,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:remove_target,silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,advisory,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,advisory,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,advisory_runs,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,advisory_runs,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,drift,12,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,drift,12,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,findings,20,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,findings,20,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,fp,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,fp,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,gap,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,gap,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,mutations_silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,mutations_silent,0,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,n,4,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,n,4,combined-prefix,mutation/combined-prefix.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,silent,0,combined,mutation/combined.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ6-comb,starve_mutated:rename_target,silent,0,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,advisory,8,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,advisory,0,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,advisory_runs,23,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,advisory_runs,0,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,drift,0,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,drift,0,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,findings,74,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,findings,74,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,fp,0,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,fp,0,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,gap,66,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,gap,66,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,mutations_silent,0,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,mutations_silent,8,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,n,23,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,n,23,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,silent,0,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0,silent,8,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,advisory,0,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,advisory,0,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,advisory_runs,4,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,advisory_runs,0,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,drift,0,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,drift,0,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,findings,8,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,findings,8,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,fp,0,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,fp,0,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,gap,8,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,gap,8,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,mutations_silent,0,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,mutations_silent,0,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,n,4,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,n,4,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,silent,0,combined,mutation/combined.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_forbidden_dep,silent,0,combined-prefix,mutation/combined-prefix.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ6-comb,lose_l0:add_target,advisory,4,combined,mutation/combined.json,oss
